,Vaccination-Sentiment,user,text,user_description,location,country_code,long,latt,source,user_mentions,retweet_count
610,1,ValerieJ,aetiology @ciarakellydoc @LegalEagleStar @DrRobertOConnor @SueannMoore1 @HSEImm @drg1985 @tombarr26816936 https://t.co/akJDDvIgxX,Informed consent is a basic human right.,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'aetiology', 'name': 'Tara C. Smith', 'id': 35315865, 'id_str': '35315865', 'indices': [0, 10]}, {'screen_name': 'ciarakellydoc', 'name': 'Ciara Kelly', 'id': 2177175701, 'id_str': '2177175701', 'indices': [11, 25]}, {'screen_name': 'LegalEagleStar', 'name': 'Tom Baldwin', 'id': 209243408, 'id_str': '209243408', 'indices': [26, 41]}, {'screen_name': 'DrRobertOConnor', 'name': ""Dr Robert O'Connor"", 'id': 3367414197, 'id_str': '3367414197', 'indices': [42, 58]}, {'screen_name': 'SueannMoore1', 'name': 'Sueann Moore', 'id': 2645216996, 'id_str': '2645216996', 'indices': [59, 72]}, {'screen_name': 'HSEImm', 'name': 'HSE NIO', 'id': 823933695212056576, 'id_str': '823933695212056576', 'indices': [73, 80]}, {'screen_name': 'drg1985', 'name': 'David Robert Grimes', 'id': 264851886, 'id_str': '264851886', 'indices': [81, 89]}, {'screen_name': 'tombarr26816936', 'name': 'tom barrett', 'id': 767132306071052288, 'id_str': '767132306071052288', 'indices': [90, 106]}]",0
611,1,sotiris1,This is a fucking disgrace!!! https://t.co/j305CWiNcq,Internet Marketing Consultant.Devoted father of four amazing boys.Dedicated to give you valuable information on creating a profitable #onlinebusiness.#blogging,"Belfast,Northern Ireland",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
612,1,Jew World Order,"Worlds Leading Expert In Aluminum Toxicology Makes It Clear Why Its A Problem,... https://t.co/hcKpkr6fhk",Israel CIA MI6 etc. ??,"New York, USA",,,,"<a href=""http://winthecustomer.com/"" rel=""nofollow"">Win the Customer</a>",[],0
613,1,OUCH!,Vaccines are covertly injecting everyone with disease-causing viruses   https://t.co/QOpsrwBpaX https://t.co/ZNwNPHhGvH,Its time to wake up or get wiped out. OUCH! helps protect your money from the ongoing financial meltdown. You cant afford to ignore it,UK,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
614,1,?ugustus Superbus,Yale University Study Shows Association Between Vaccines and Brain Disorders https://t.co/3RSxc9b4gX,"IUSTITIA, CLEMENTIA, AEQUANIMITAS",GOTHAM CITY (a.k.a. ATHENS),,,,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>",[],0
615,1,Dann McDamn,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of Plague 
https://t.co/nQRHDgnV6g","I've been resisting joining The Tweet Elite for years. But alas, as a concerned global citizen, it's time to join the ranks.",Everywhere.,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
616,1,Tueur de Grippe ? ?,#Flu #vaccines are the wrong strategy. https://t.co/P5IMkaApy8,J'ai inventé une technique pour combattre le #virus de la #grippe  ? ? ?         I invented a technique to fight the #influenza #virus,"Dollard des Ormeaux, Québec,Ca",,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],1
617,1,Yackle Brothers Raci,"This is worth your time to read!

Its all about money, says Dr. Blaylock. Vaccinations are a pharmaceutical... https://t.co/8QVI78h6oB","Jake and Nye, 4x Junior USAC XC National Champions, Elite Junior XC Mountain Bike Racers, Colorado and New Mexico State Champions, 4 x Point Series Champions","Reno, NV",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
618,1,Ivan,"#Mercury in vaccines may be up to 50 TIMES more toxic to the brain than mercury in fish. https://t.co/4dMdiCuIBb #vaccines

 HealthRanger ",Jedi Knight,Earth,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",[],0
619,1,Jaime Garcia,"Vaccines Are Covertly Injecting Everyone 
With Disease-causing Viruses
https://t.co/4xsahtkb9K",Jubilado,Bogota,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
620,1,Glenn,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of Plague https://t.co/hzLt9egI2X","Just a man that wants everyone to get along . Life is short and its being Wasted.. Its simple Love Life, Never Forget the Pass Ones, People Need Freedom. USMC",,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
621,1,CHANDAN ARYAN®,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of Plague https://t.co/UFiPIRQFj3","Just a simple human with a complex thinking.
Trying to explore myself, the world and the multiverse.Retweet is not an endorsement.®©",cyberspace,,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",[],0
622,1,Occupy This,Vaccines are neurotoxic and are associated with the brain damage that is labeled autism. https://t.co/2ASbofnz1R,Last ditch attempt to change a few minds...,U.S.A.,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
623,1,Reich & Binstock,Vaccines are hurting kids #vaccines #vaccination https://t.co/aD6AKSFLLr via @nbcnews,Lawyers Protecting Consumer Rights. Personal Injury and Dangerous Drug & Medical Device Lawyers. Protect Your Legal Rights. Get the Compensation You Deserve. ?,Nationwide ?? 866-LAW-2400,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'NBCNews', 'name': 'NBC News', 'id': 14173315, 'id_str': '14173315', 'indices': [77, 85]}]",0
624,1,Purnima Barve,Uncovered Documents Show the FDA and CDC Have Exposed Infants to Dangerous Mercury Levels in Vaccines Since 1999 https://t.co/usMS6L7QN4,"Liberal, for compassion towards animals, pro choice, Black Lives Matter, pro LGBTQ rights.","Pennsylvania, USA",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
625,1,Lillian McDermott,You can now watch my latest interview...  Learn a New Truth about vaccines with author of Miller's Review... https://t.co/ezr4WayACQ,Life Coach & Host of The Lillian McDermott Radio Show Listen live Weekdays at 12 noon at https://t.co/ZaSa4mJlWk,Central Florida,,,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",[],0
626,1,Bobbit,"#Mercury in vaccines may be up to 50 TIMES more toxic to the brain than mercury in fish. https://t.co/TIoeQ0f4Wy #vaccines

 HealthRanger ","Life is a journey, not a destination",The Universe,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",[],0
627,1,SaNdY jO,The Truth About Vaccines: Episode 1 https://t.co/mo0EEGRcy0,"Light the World On Fire... Inspire! (just don't burn it down!)
REBEL WITHOUT REASON",Oklahoma,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
628,1,vibes station,The Mind Unleashed - All parents should read this study! -B4 B31,Log on to https://t.co/Iupc01c4Sc 24/7 Streaming Live Events & Radio!!! Search and Favorite Us On Tune-In Radio or ITUNES APP -VIBES STATION.,New York City,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",[],0
629,1,Mystic Wanderer,"#autism #vaccines #fraudulentScience #RFKJr.  #Thorsen 
Read the latest on the vaccine fraud scheme. WAKEUP! https://t.co/MfPDl3m6FR","Love conspiracy, UFO, Paranormal, Metaphysics, and Esoteric topics.",Right beside you,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],1
630,1,Jennifer?,World Renowned Genetics Doctor Sees Relationship Between Fetal Cells Used in Vaccines and Increasing Autism Rates https://t.co/KudvFovC8w,Love my 3 sons! Animal lover. Music lover. Music major in previous life. Bookworm. Organic food & health advocate. #MAGA,"Florida, USA",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
631,1,AnthonyScarpelli,"Vaccines Injecting Everyone with Disease-Causing Viruses, Warns Scientist Author of Plague https://t.co/RpdmODWRJw https://t.co/L4hah18FO0","Love Rockabilly,Science, Modeling, Strange GIFS and the Occult.. My mission to open your eyes to the hidden world around us.  A 21st century Buckaroo Banzai..","Raleigh, NC",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
632,1,Dipitum,#Vaccines &amp; #Autism &amp; #Eugenics The Final Proof https://t.co/ocU1FT3wRN #wednesday,"Love, Healing, Learning, Growth, Spiritual, Illuminate, Truth, Freedom, Equality??????????",Global,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
633,1,Fabiana Cecin,Yep. Vaccines themselves aren't toxic. The problem may be in how they are made. As toxic as all the other shit capi https://t.co/tyJaa7r6DZ,Mad Inventor. Idealist. https://t.co/pWedERN5zC user #0. #BasicIncome #asicinco,"Porto Alegre, RS, Brazil",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
634,1,Mark Kaylor,"The CDC has just published a seismic study linking spontaneous abortions in women to flu vaccines. 
https://t.co/OrQMssFd4m","Mark has been in search of radiant health, both in his own life and in his practice; viewing health and healing as a life long process or path",South East U.S.,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
635,1,Chris Young,The Truth About Vaccines Docu-series - Episode 1 | Robert F. Kennedy Jr ... https://t.co/ckangwENml via @YouTube,"Married with 3 gorgeous girls and 3 grandkids.. Love being home and just doing! Dinner with family and friends, going to the movies are on my list of fav things",Australia,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [104, 112]}]",0
636,1,Dan brady,VACCINES ARE DEADLY https://t.co/YJtRsjBGBq,"Married, father of two.Huge mma fan. 30 plus years of martialArts. NyGiants!! A student of life. You win in life or you learn! In god we trust!",Home of Jon Jones/Abby Wambach,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
637,1,Alainna J. Jamal,"The kinds of things my friends send me on snap chat. Tbh I am quite moved by this, I think they too feel the ? I ha https://t.co/SNCmqs5H6H",MD-PhD Student & Vanier Scholar at the University of Toronto (@uoftmedicine / @IHPMEuoft). Particularly interested in antibiotic resistance.,"Toronto, Canada",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
638,1,Gretchen Oehler Hogg,"This could be the ""smoking gun"" research linking aluminum in vaccines to autism. Worth the read. https://t.co/fdLFSq0uAi","Mind-Body Wellness &  Soul Coach, Metaphysical/General Hypnotherapy,ThetaHealing, Aromatherapy. https://t.co/KQPl7Sw94o; https://t.co/MLReyTKGJ0",Scottsdale/Phoenix AZ area,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
639,1,Crewton Ramone,#VAX #Vaccines #vvaxdamage Eventually the truth comes out... https://t.co/h9i4tcmiBm,Minor Math Deity.,"Maui, Planet Earth.",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
640,1,jill spruill,There are many vaccines I will not do anymore and my son will never get it. The teens blaming parents for their can https://t.co/gl2G1AaHyH,"Mom to my incredible boy? Dyslexia Advocate, Music Lover, Beautycounter, Life Coach, EOs, World Traveler, Prospective Face Yoga Certification",United States,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
641,1,Just Dawn M,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of Plague  https://t.co/rIDp1X1qLU",Mom; Grandma; Spiritual Christian; Night-Sky Watcher,California,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
642,1,Alexia Janie,World Renowned Genetics Doctor Sees Relationship Between Fetal Cells Used in Vaccines and Increasing Autism Rates https://t.co/ql25bPHQg1,"Mommy, wife, SPED teacher, & Girl Scout Leader. Blogger for RBH with a wonderful group of ladies. Reads/Reviews romance books. I also love country music.","Haverhill, MA",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
643,1,Queenfe13,World Renowned Genetics Doctor Sees Relationship Between Fetal Cells Used in Vaccines and Increasing Autism Rates https://t.co/GQCbrH6BpQ,"Moor than a color, Mother, Realtor, Entrepreneur, Moor than meets the Eye.",Connecticut,US,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
644,1,billiegirltoo,Their message: vaccines are hurting kids https://t.co/cSNqFUGo54,"mostly into politics, foreign policy, cooking, and books. i retweet a lot.","Bedford Stuyvesant, Brooklyn",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
645,1,Jenny Maldonado,"@_noescape_ I may decide to decline future vaccines. I think you are right. First time it has hurt me, but it is do https://t.co/PGgYjVwp5G","MSN, RN, CMSRN working middle class, Trump supporter, MAGA","Georgia, USA",,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","[{'screen_name': '_noescape_', 'name': 'deviantDefiant', 'id': 15956640, 'id_str': '15956640', 'indices': [0, 11]}]",0
646,1,James Wells,#Unconditional #Happiness Wins bc It's #Coherent &amp; #Vaccines #Currupt &amp; #Toxic just like #Hate. Literally. https://t.co/R01p13NLXd,Multi-Sport Athlete / Physician - Performance & Recovery Optimization Specialist / Father. Board Certified and Licenced over 38 yrs of experience.,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],0
647,1,Magikal Journeys Art,"Worlds Leading Expert In Aluminum Toxicology Makes It Clear Why Its A Problem, Even In Vaccines https://t.co/6C06q7nBJM","My name is Lewis, and I am an artist. Growing up in the Midwest, I was drawn from an early age to art. seeing, just what I was thinking. Now 75 years old,","Seattle, Washington",,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",[],0
648,1,Dr. Stephen Taylor,"Vaccines are covertly injecting everyone with disease-causing viruses, warns scientist author of Plague   https://t.co/iqjlOZqFFg","Natural medicine doctor, Doctor of Chiropractic, SMT Pain Consultants, CEO of healthcare consulting firm. Managing partner in family & physical medicine clinics","Edmond, OK",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
649,1,Liz Britton,Vaccines are covertly injecting everyone with disease-causing viruses warns Dr Judy Mikovits. #VaxXed #Science #pwME https://t.co/AkX1Vsk6k4,"Nature lover. Socialist. ME/CFS. Shipwrecked soul. U2, The Alarm & @casino_band nutjob. MLB & Footie #JFT96. I adore Greg Davies. Danorak/Kitsonian. Izzard fan.","Walsall & Birmingham, UK.",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],1
650,1,Jackie Christiansen,The discovery was made that when the manufacturer of the MMR vaccine switched from animal cells to human fetal... https://t.co/0uaMfMbJEw,Network Marketing Social Media Expert Helping Network Marketers Explode their Business by Harnessing the Power of Social Media!,"Dana Point, CA",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
651,1,Rob Dew,"We have to keep pushing back on unsafe vaccines
Example: https://t.co/mdf1xluNGM kudos to @LaLaRueFrench75",News Director for Infowars Nightly News http://t.co/JT6HIBS5gr Injecting Sarcasm into your Sarchasm,"Austin, TX",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'LaLaRueFrench75', 'name': '?Laura LaRue?', 'id': 73928056, 'id_str': '73928056', 'indices': [90, 106]}]",41
